timestamp_localtime,experiment,pioreactor_unit,timestamp,event,volume_change_ml,source_of_event
2023-11-29 08:50:53,Spirulina 003,pio001,2023-11-29T08:50:53.080346Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 10:48:15,Spirulina 003,pio001,2023-11-29T10:48:15.312837Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 10:48:21,Spirulina 003,pio001,2023-11-29T10:48:21.573908Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 10:48:23,Spirulina 003,pio001,2023-11-29T10:48:23.048590Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 11:24:15,Spirulina 003,pio001,2023-11-29T11:24:15.308524Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 11:24:21,Spirulina 003,pio001,2023-11-29T11:24:21.614507Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 11:24:23,Spirulina 003,pio001,2023-11-29T11:24:23.126735Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 20:28:01,Spirulina 003,pio001,2023-11-29T20:28:01.261238Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 20:28:07,Spirulina 003,pio001,2023-11-29T20:28:07.728440Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 20:28:09,Spirulina 003,pio001,2023-11-29T20:28:09.197555Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 20:28:30,Spirulina 003,pio001,2023-11-29T20:28:30.913897Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 20:28:37,Spirulina 003,pio001,2023-11-29T20:28:37.193459Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 20:28:38,Spirulina 003,pio001,2023-11-29T20:28:38.657852Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 20:44:31,Spirulina 003,pio001,2023-11-29T20:44:31.013181Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 20:44:37,Spirulina 003,pio001,2023-11-29T20:44:37.281581Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 20:44:38,Spirulina 003,pio001,2023-11-29T20:44:38.765865Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 20:54:01,Spirulina 003,pio001,2023-11-29T20:54:01.024199Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 20:54:07,Spirulina 003,pio001,2023-11-29T20:54:07.304050Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 20:54:08,Spirulina 003,pio001,2023-11-29T20:54:08.769804Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 21:13:31,Spirulina 003,pio001,2023-11-29T21:13:31.021642Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 21:13:37,Spirulina 003,pio001,2023-11-29T21:13:37.293158Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 21:13:38,Spirulina 003,pio001,2023-11-29T21:13:38.754044Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 21:20:31,Spirulina 003,pio001,2023-11-29T21:20:31.018814Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 21:20:37,Spirulina 003,pio001,2023-11-29T21:20:37.284106Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 21:20:38,Spirulina 003,pio001,2023-11-29T21:20:38.736221Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 21:51:01,Spirulina 003,pio001,2023-11-29T21:51:01.021114Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 21:51:07,Spirulina 003,pio001,2023-11-29T21:51:07.295324Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 21:51:08,Spirulina 003,pio001,2023-11-29T21:51:08.762298Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 22:11:31,Spirulina 003,pio001,2023-11-29T22:11:31.089273Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 22:11:37,Spirulina 003,pio001,2023-11-29T22:11:37.403476Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 22:11:38,Spirulina 003,pio001,2023-11-29T22:11:38.869680Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 22:54:01,Spirulina 003,pio001,2023-11-29T22:54:01.016915Z,add_media,0.1,dosing_automation:turbidostat
2023-11-29 22:54:07,Spirulina 003,pio001,2023-11-29T22:54:07.311283Z,remove_waste,0.1,dosing_automation:turbidostat
2023-11-29 22:54:08,Spirulina 003,pio001,2023-11-29T22:54:08.762132Z,remove_waste,0.2,dosing_automation:turbidostat
2023-11-29 23:27:01,Spirulina 003,pio001,2023-11-29T23:27:01.020796Z,add_media,0.1,dosing_automation:turbidostat
