timestamp_localtime,experiment,pioreactor_unit,timestamp,relative_intensity
2024-08-11 18:03:07,Booch01,pio02,2024-08-11T17:03:07.642168Z,0.07042784256976427
2024-08-11 18:03:32,Booch01,pio02,2024-08-11T17:03:32.642312Z,0.07041236820822123
2024-08-11 18:03:47,Booch01,pio02,2024-08-11T17:03:47.642672Z,0.07041197800573512
2024-08-11 18:05:02,Booch01,pio02,2024-08-11T17:05:02.642440Z,0.07040385634415333
2024-08-11 18:06:17,Booch01,pio02,2024-08-11T17:06:17.642568Z,0.07041228186675191
2024-08-11 18:06:22,Booch01,pio02,2024-08-11T17:06:22.642560Z,0.07041703882114089
2024-08-11 18:06:57,Booch01,pio02,2024-08-11T17:06:57.642672Z,0.07042243328533009
2024-08-11 18:07:32,Booch01,pio02,2024-08-11T17:07:32.642288Z,0.07041512404936442
2024-08-11 18:08:32,Booch01,pio02,2024-08-11T17:08:32.642360Z,0.07040361548700047
2024-08-11 18:08:42,Booch01,pio02,2024-08-11T17:08:42.642856Z,0.07039394854327957
2024-08-11 18:09:47,Booch01,pio02,2024-08-11T17:09:47.642480Z,0.07037449458469586
2024-08-11 18:10:27,Booch01,pio02,2024-08-11T17:10:27.643288Z,0.07037979943507083
2024-08-11 18:11:07,Booch01,pio02,2024-08-11T17:11:07.643528Z,0.07036579819586042
2024-08-11 18:11:12,Booch01,pio02,2024-08-11T17:11:12.642424Z,0.07037025682014211
2024-08-11 18:11:22,Booch01,pio02,2024-08-11T17:11:22.642992Z,0.07036590991922087
2024-08-11 18:11:32,Booch01,pio02,2024-08-11T17:11:32.642312Z,0.0703588641718288
2024-08-11 18:11:57,Booch01,pio02,2024-08-11T17:11:57.642672Z,0.07036462704704746
2024-08-11 18:13:02,Booch01,pio02,2024-08-11T17:13:02.642960Z,0.07035366048327901
2024-08-11 18:13:27,Booch01,pio02,2024-08-11T17:13:27.642616Z,0.07035362019264484
2024-08-11 18:13:37,Booch01,pio02,2024-08-11T17:13:37.642576Z,0.0703497421238062
2024-08-11 18:14:22,Booch01,pio02,2024-08-11T17:14:22.642408Z,0.07034626745551861
2024-08-11 18:14:42,Booch01,pio02,2024-08-11T17:14:42.642528Z,0.07033749342794941
2024-08-11 18:15:22,Booch01,pio02,2024-08-11T17:15:22.642456Z,0.07034376447475169
2024-08-11 18:15:27,Booch01,pio02,2024-08-11T17:15:27.642656Z,0.0703447925883222
2024-08-11 18:15:37,Booch01,pio02,2024-08-11T17:15:37.642448Z,0.07034057088979469
2024-08-11 18:15:47,Booch01,pio02,2024-08-11T17:15:47.642504Z,0.07033661134790853
2024-08-11 18:16:07,Booch01,pio02,2024-08-11T17:16:07.642328Z,0.07034275003145112
2024-08-11 18:16:32,Booch01,pio02,2024-08-11T17:16:32.643136Z,0.07032261631219008
2024-08-11 18:16:57,Booch01,pio02,2024-08-11T17:16:57.642328Z,0.07031519818739754
2024-08-11 18:17:07,Booch01,pio02,2024-08-11T17:17:07.642544Z,0.07030966295998778
2024-08-11 18:17:12,Booch01,pio02,2024-08-11T17:17:12.642736Z,0.07030414735658848
2024-08-11 18:17:32,Booch01,pio02,2024-08-11T17:17:32.642888Z,0.07030075895749038
2024-08-11 18:18:57,Booch01,pio02,2024-08-11T17:18:57.642456Z,0.07029571116650742
2024-08-11 18:19:02,Booch01,pio02,2024-08-11T17:19:02.642424Z,0.07028707378559013
2024-08-11 18:19:07,Booch01,pio02,2024-08-11T17:19:07.642752Z,0.07028218106386927
2024-08-11 18:20:12,Booch01,pio02,2024-08-11T17:20:12.642472Z,0.07028770001293594
2024-08-11 18:20:17,Booch01,pio02,2024-08-11T17:20:17.642520Z,0.07027755991089124
2024-08-11 18:20:32,Booch01,pio02,2024-08-11T17:20:32.642808Z,0.07028177884608833
2024-08-11 18:20:57,Booch01,pio02,2024-08-11T17:20:57.642648Z,0.07028018491227678
2024-08-11 18:21:12,Booch01,pio02,2024-08-11T17:21:12.642560Z,0.07025455594709179
2024-08-11 18:21:37,Booch01,pio02,2024-08-11T17:21:37.642176Z,0.07024644689837961
2024-08-11 18:21:52,Booch01,pio02,2024-08-11T17:21:52.642416Z,0.07024534548385342
2024-08-11 18:22:32,Booch01,pio02,2024-08-11T17:22:32.642704Z,0.07024056242748142
2024-08-11 18:23:02,Booch01,pio02,2024-08-11T17:23:02.642784Z,0.0702545939593234
2024-08-11 18:23:12,Booch01,pio02,2024-08-11T17:23:12.642280Z,0.07024035573298072
2024-08-11 18:23:57,Booch01,pio02,2024-08-11T17:23:57.642624Z,0.07023486945307295
2024-08-11 18:24:07,Booch01,pio02,2024-08-11T17:24:07.642784Z,0.07022235307178687
2024-08-11 18:24:22,Booch01,pio02,2024-08-11T17:24:22.642768Z,0.07022852993071883
2024-08-11 18:24:47,Booch01,pio02,2024-08-11T17:24:47.642536Z,0.0702366512640315
2024-08-11 18:25:12,Booch01,pio02,2024-08-11T17:25:12.642424Z,0.07023041092186531
2024-08-11 18:25:27,Booch01,pio02,2024-08-11T17:25:27.642328Z,0.07023395898620088
2024-08-11 18:25:37,Booch01,pio02,2024-08-11T17:25:37.642864Z,0.07022547394723505
2024-08-11 18:26:32,Booch01,pio02,2024-08-11T17:26:32.642392Z,0.0702235013711072
2024-08-11 18:26:37,Booch01,pio02,2024-08-11T17:26:37.642256Z,0.07022000119298011
2024-08-11 18:27:02,Booch01,pio02,2024-08-11T17:27:02.642880Z,0.0701961837690216
2024-08-11 18:27:37,Booch01,pio02,2024-08-11T17:27:37.642456Z,0.0701963852735691
2024-08-11 18:28:02,Booch01,pio02,2024-08-11T17:28:02.642784Z,0.0702084496638997
2024-08-11 18:28:12,Booch01,pio02,2024-08-11T17:28:12.642752Z,0.07020198275442757
2024-08-11 18:29:47,Booch01,pio02,2024-08-11T17:29:47.642592Z,0.0701916140919657
2024-08-11 18:29:57,Booch01,pio02,2024-08-11T17:29:57.642848Z,0.07020116960189597
2024-08-11 18:31:42,Booch01,pio02,2024-08-11T17:31:42.642768Z,0.0701888653740252
2024-08-11 18:31:57,Booch01,pio02,2024-08-11T17:31:57.643248Z,0.07018612243718576
2024-08-11 18:33:42,Booch01,pio02,2024-08-11T17:33:42.643312Z,0.07017718762437834
2024-08-11 18:35:57,Booch01,pio02,2024-08-11T17:35:57.642896Z,0.0701713743183446
2024-08-11 18:37:17,Booch01,pio02,2024-08-11T17:37:17.642632Z,0.07016512369127254
2024-08-11 18:37:47,Booch01,pio02,2024-08-11T17:37:47.642184Z,0.07014673082962831
2024-08-11 18:37:52,Booch01,pio02,2024-08-11T17:37:52.642512Z,0.07014996356599006
2024-08-11 18:39:22,Booch01,pio02,2024-08-11T17:39:22.642744Z,0.07014502350957848
2024-08-11 18:39:27,Booch01,pio02,2024-08-11T17:39:27.642360Z,0.07014261948491468
2024-08-11 18:39:47,Booch01,pio02,2024-08-11T17:39:47.642712Z,0.07012253128620895
2024-08-11 18:41:02,Booch01,pio02,2024-08-11T17:41:02.643032Z,0.07010345085435031
2024-08-11 18:41:12,Booch01,pio02,2024-08-11T17:41:12.642712Z,0.07009457942077305
2024-08-11 18:41:37,Booch01,pio02,2024-08-11T17:41:37.643272Z,0.07010103774502184
2024-08-11 18:42:17,Booch01,pio02,2024-08-11T17:42:17.642728Z,0.07008188177043947
2024-08-11 18:42:27,Booch01,pio02,2024-08-11T17:42:27.642288Z,0.0700779799498705
2024-08-11 18:43:22,Booch01,pio02,2024-08-11T17:43:22.642680Z,0.07009064410400828
2024-08-11 18:44:07,Booch01,pio02,2024-08-11T17:44:07.642528Z,0.07007205438086203
2024-08-11 18:45:22,Booch01,pio02,2024-08-11T17:45:22.642720Z,0.0700668834930964
2024-08-11 18:45:27,Booch01,pio02,2024-08-11T17:45:27.642896Z,0.07007057068827066
2024-08-11 18:46:32,Booch01,pio02,2024-08-11T17:46:32.642272Z,0.07003603908262496
2024-08-11 18:46:42,Booch01,pio02,2024-08-11T17:46:42.642456Z,0.07004995727348097
2024-08-11 18:47:12,Booch01,pio02,2024-08-11T17:47:12.642672Z,0.07004640423010317
2024-08-11 18:47:52,Booch01,pio02,2024-08-11T17:47:52.642608Z,0.0700667767100742
2024-08-11 18:49:12,Booch01,pio02,2024-08-11T17:49:12.642304Z,0.07003759732255183
2024-08-11 18:50:32,Booch01,pio02,2024-08-11T17:50:32.642576Z,0.07003743254855307
2024-08-11 18:52:22,Booch01,pio02,2024-08-11T17:52:22.643056Z,0.07002207148381286
2024-08-11 18:52:37,Booch01,pio02,2024-08-11T17:52:37.642600Z,0.07002407381466089
2024-08-11 18:52:52,Booch01,pio02,2024-08-11T17:52:52.642656Z,0.07001288461319562
2024-08-11 18:52:57,Booch01,pio02,2024-08-11T17:52:57.642928Z,0.07000894390850795
2024-08-11 18:53:12,Booch01,pio02,2024-08-11T17:53:12.642648Z,0.07000522819654917
2024-08-11 18:53:17,Booch01,pio02,2024-08-11T17:53:17.642568Z,0.07000901108422072
2024-08-11 18:53:27,Booch01,pio02,2024-08-11T17:53:27.642984Z,0.07000612734109582
2024-08-11 18:53:52,Booch01,pio02,2024-08-11T17:53:52.642688Z,0.07000146656732943
2024-08-11 18:53:57,Booch01,pio02,2024-08-11T17:53:57.642360Z,0.06999057959861138
2024-08-11 18:54:52,Booch01,pio02,2024-08-11T17:54:52.643080Z,0.06998749132025346
2024-08-11 18:55:02,Booch01,pio02,2024-08-11T17:55:02.642640Z,0.06998924994516767
2024-08-11 18:55:17,Booch01,pio02,2024-08-11T17:55:17.642648Z,0.06999999640725717
2024-08-11 18:56:17,Booch01,pio02,2024-08-11T17:56:17.642960Z,0.07000408616152243
2024-08-11 18:56:32,Booch01,pio02,2024-08-11T17:56:32.642320Z,0.07001123827655809
2024-08-11 18:56:42,Booch01,pio02,2024-08-11T17:56:42.642464Z,0.07000722377705831
2024-08-11 18:57:52,Booch01,pio02,2024-08-11T17:57:52.642840Z,0.06999517181342313
2024-08-11 18:58:02,Booch01,pio02,2024-08-11T17:58:02.643008Z,0.06999472709445634
2024-08-11 18:58:42,Booch01,pio02,2024-08-11T17:58:42.643336Z,0.06997486830280898
2024-08-11 18:58:47,Booch01,pio02,2024-08-11T17:58:47.642464Z,0.06997864480839933
2024-08-11 18:59:07,Booch01,pio02,2024-08-11T17:59:07.642520Z,0.0699811710545914
2024-08-11 18:59:17,Booch01,pio02,2024-08-11T17:59:17.642912Z,0.0699846056063314
2024-08-11 18:59:52,Booch01,pio02,2024-08-11T17:59:52.642688Z,0.06996242663321982
2024-08-11 19:00:02,Booch01,pio02,2024-08-11T18:00:02.642400Z,0.06996125087816449
2024-08-11 19:01:42,Booch01,pio02,2024-08-11T18:01:42.642456Z,0.06995136507134682
2024-08-11 19:02:02,Booch01,pio02,2024-08-11T18:02:02.642864Z,0.06997386645411859
2024-08-11 19:02:12,Booch01,pio02,2024-08-11T18:02:12.642768Z,0.06998066142082814
2024-08-11 19:07:47,Booch01,pio02,2024-08-11T18:07:47.642408Z,0.06993030283739224
2024-08-11 19:08:02,Booch01,pio02,2024-08-11T18:08:02.642416Z,0.06994418996443202
2024-08-11 19:08:22,Booch01,pio02,2024-08-11T18:08:22.642592Z,0.06994423289661969
2024-08-11 19:09:07,Booch01,pio02,2024-08-11T18:09:07.642760Z,0.0699327137054684
2024-08-11 19:09:22,Booch01,pio02,2024-08-11T18:09:22.642512Z,0.0699443750056769
2024-08-11 19:10:17,Booch01,pio02,2024-08-11T18:10:17.642480Z,0.06996341291653371
2024-08-11 19:11:42,Booch01,pio02,2024-08-11T18:11:42.644776Z,0.0699397357283799
2024-08-11 19:12:07,Booch01,pio02,2024-08-11T18:12:07.642416Z,0.06993281297252477
2024-08-11 19:12:22,Booch01,pio02,2024-08-11T18:12:22.642672Z,0.06993986200350318
2024-08-11 19:12:27,Booch01,pio02,2024-08-11T18:12:27.642888Z,0.06993704511384109
2024-08-11 19:13:02,Booch01,pio02,2024-08-11T18:13:02.642568Z,0.06994396193220259
2024-08-11 19:14:07,Booch01,pio02,2024-08-11T18:14:07.642760Z,0.0699329555268048
2024-08-11 19:14:27,Booch01,pio02,2024-08-11T18:14:27.643464Z,0.06991538206870475
2024-08-11 19:14:42,Booch01,pio02,2024-08-11T18:14:42.642744Z,0.0699149716674184
2024-08-11 19:14:47,Booch01,pio02,2024-08-11T18:14:47.642944Z,0.06991146490097325
2024-08-11 19:14:52,Booch01,pio02,2024-08-11T18:14:52.642376Z,0.06991285176891092
2024-08-11 19:14:57,Booch01,pio02,2024-08-11T18:14:57.642688Z,0.06990948004159034
2024-08-11 19:15:42,Booch01,pio02,2024-08-11T18:15:42.642704Z,0.06991073218160884
2024-08-11 19:15:52,Booch01,pio02,2024-08-11T18:15:52.642776Z,0.0698981326550155
2024-08-11 19:16:27,Booch01,pio02,2024-08-11T18:16:27.643008Z,0.06989866608615519
2024-08-11 19:16:52,Booch01,pio02,2024-08-11T18:16:52.642168Z,0.06989186867960846
2024-08-11 19:17:27,Booch01,pio02,2024-08-11T18:17:27.642832Z,0.06988806529443882
2024-08-11 19:17:42,Booch01,pio02,2024-08-11T18:17:42.642352Z,0.06988518108233897
2024-08-11 19:18:52,Booch01,pio02,2024-08-11T18:18:52.642840Z,0.06987666291027325
2024-08-11 19:18:57,Booch01,pio02,2024-08-11T18:18:57.642576Z,0.06987931328216639
2024-08-11 19:19:02,Booch01,pio02,2024-08-11T18:19:02.642384Z,0.06987876538604314
2024-08-11 19:19:07,Booch01,pio02,2024-08-11T18:19:07.642376Z,0.06987568336993688
2024-08-11 19:19:22,Booch01,pio02,2024-08-11T18:19:22.642976Z,0.0698736875063965
2024-08-11 19:19:47,Booch01,pio02,2024-08-11T18:19:47.642504Z,0.06986573210178587
2024-08-11 19:19:57,Booch01,pio02,2024-08-11T18:19:57.642392Z,0.06987130506115784
2024-08-11 19:23:17,Booch01,pio02,2024-08-11T18:23:17.642768Z,0.06986543116488084
2024-08-11 19:25:17,Booch01,pio02,2024-08-11T18:25:17.642520Z,0.06985042021141988
2024-08-11 19:26:12,Booch01,pio02,2024-08-11T18:26:12.642712Z,0.06982747467358076
2024-08-11 19:27:17,Booch01,pio02,2024-08-11T18:27:17.643032Z,0.06981689813153523
2024-08-11 19:27:52,Booch01,pio02,2024-08-11T18:27:52.642864Z,0.06980532844806656
2024-08-11 19:28:17,Booch01,pio02,2024-08-11T18:28:17.643752Z,0.06980715927266619
2024-08-11 19:28:32,Booch01,pio02,2024-08-11T18:28:32.642488Z,0.06980055396395198
2024-08-11 19:28:42,Booch01,pio02,2024-08-11T18:28:42.642624Z,0.06981024286555629
2024-08-11 19:29:02,Booch01,pio02,2024-08-11T18:29:02.642544Z,0.06980444748605014
2024-08-11 19:29:22,Booch01,pio02,2024-08-11T18:29:22.642680Z,0.06980858789922527
2024-08-11 19:30:22,Booch01,pio02,2024-08-11T18:30:22.642320Z,0.06978496598698278
2024-08-11 19:30:32,Booch01,pio02,2024-08-11T18:30:32.643192Z,0.06979161265741353
2024-08-11 19:32:22,Booch01,pio02,2024-08-11T18:32:22.642960Z,0.06977184994770204
2024-08-11 19:33:22,Booch01,pio02,2024-08-11T18:33:22.642384Z,0.06974130205602963
2024-08-11 19:33:52,Booch01,pio02,2024-08-11T18:33:52.643264Z,0.06972713775806137
2024-08-11 19:34:32,Booch01,pio02,2024-08-11T18:34:32.642520Z,0.06974397068000285
2024-08-11 19:35:12,Booch01,pio02,2024-08-11T18:35:12.643576Z,0.06972684886838704
2024-08-11 19:35:32,Booch01,pio02,2024-08-11T18:35:32.642504Z,0.06972757401524018
2024-08-11 19:37:17,Booch01,pio02,2024-08-11T18:37:17.642752Z,0.06970840253331385
2024-08-11 19:37:22,Booch01,pio02,2024-08-11T18:37:22.642504Z,0.06971040138121937
2024-08-11 19:37:32,Booch01,pio02,2024-08-11T18:37:32.643432Z,0.06970130704269478
2024-08-11 19:37:57,Booch01,pio02,2024-08-11T18:37:57.642720Z,0.06969970053082136
2024-08-11 19:38:02,Booch01,pio02,2024-08-11T18:38:02.642840Z,0.0696978582719108
2024-08-11 19:38:07,Booch01,pio02,2024-08-11T18:38:07.643064Z,0.06970097924856346
2024-08-11 19:38:52,Booch01,pio02,2024-08-11T18:38:52.642368Z,0.06970044297050172
2024-08-11 19:39:22,Booch01,pio02,2024-08-11T18:39:22.642368Z,0.06968901693798808
2024-08-11 19:39:32,Booch01,pio02,2024-08-11T18:39:32.643528Z,0.06969443646777541
2024-08-11 19:39:52,Booch01,pio02,2024-08-11T18:39:52.642600Z,0.06970499364520223
2024-08-11 19:40:02,Booch01,pio02,2024-08-11T18:40:02.642816Z,0.06970000793469984
2024-08-11 19:40:07,Booch01,pio02,2024-08-11T18:40:07.642416Z,0.06969476726934186
2024-08-11 19:41:47,Booch01,pio02,2024-08-11T18:41:47.642776Z,0.06965054179632406
2024-08-11 19:41:57,Booch01,pio02,2024-08-11T18:41:57.642624Z,0.06965615951304613
2024-08-11 19:42:27,Booch01,pio02,2024-08-11T18:42:27.642752Z,0.06964540305983939
2024-08-11 19:42:57,Booch01,pio02,2024-08-11T18:42:57.642824Z,0.06964282031369058
2024-08-11 19:43:02,Booch01,pio02,2024-08-11T18:43:02.643336Z,0.0696376081850141
2024-08-11 19:43:12,Booch01,pio02,2024-08-11T18:43:12.642736Z,0.06964112231457995
2024-08-11 19:44:52,Booch01,pio02,2024-08-11T18:44:52.642352Z,0.06963074198245338
2024-08-11 19:45:07,Booch01,pio02,2024-08-11T18:45:07.642960Z,0.0696281742671304
2024-08-11 19:45:37,Booch01,pio02,2024-08-11T18:45:37.642736Z,0.0696125419755214
2024-08-11 19:46:17,Booch01,pio02,2024-08-11T18:46:17.643032Z,0.06961427592672094
2024-08-11 19:46:52,Booch01,pio02,2024-08-11T18:46:52.642312Z,0.06961037454436098
2024-08-11 19:47:32,Booch01,pio02,2024-08-11T18:47:32.643040Z,0.0695974209541618
2024-08-11 19:47:42,Booch01,pio02,2024-08-11T18:47:42.642416Z,0.06961009004274518
2024-08-11 19:48:22,Booch01,pio02,2024-08-11T18:48:22.642344Z,0.06964695117751243
2024-08-11 19:49:17,Booch01,pio02,2024-08-11T18:49:17.642896Z,0.06965131273260769
2024-08-11 19:50:17,Booch01,pio02,2024-08-11T18:50:17.643048Z,0.06965465572242985
2024-08-11 19:50:57,Booch01,pio02,2024-08-11T18:50:57.643512Z,0.06962463280562109
2024-08-11 19:51:07,Booch01,pio02,2024-08-11T18:51:07.642472Z,0.06962608956239348
2024-08-11 19:51:32,Booch01,pio02,2024-08-11T18:51:32.643624Z,0.06962815297289492
2024-08-11 19:52:27,Booch01,pio02,2024-08-11T18:52:27.642400Z,0.06962858013286463
2024-08-11 19:52:32,Booch01,pio02,2024-08-11T18:52:32.642128Z,0.06962880371199848
2024-08-11 19:53:52,Booch01,pio02,2024-08-11T18:53:52.642560Z,0.06962274598592301
2024-08-11 19:54:22,Booch01,pio02,2024-08-11T18:54:22.642648Z,0.06962494394519717
2024-08-11 19:54:37,Booch01,pio02,2024-08-11T18:54:37.642504Z,0.06962960778982916
2024-08-11 19:57:42,Booch01,pio02,2024-08-11T18:57:42.642592Z,0.0696138770105478
2024-08-11 19:58:32,Booch01,pio02,2024-08-11T18:58:32.642360Z,0.06961529104005584
2024-08-11 19:58:37,Booch01,pio02,2024-08-11T18:58:37.642432Z,0.069606174357886
2024-08-11 19:58:57,Booch01,pio02,2024-08-11T18:58:57.642528Z,0.06961361291733875
2024-08-11 19:59:52,Booch01,pio02,2024-08-11T18:59:52.642224Z,0.06961436394076485
2024-08-11 20:00:02,Booch01,pio02,2024-08-11T19:00:02.642224Z,0.06962109075720516
2024-08-11 20:00:12,Booch01,pio02,2024-08-11T19:00:12.642784Z,0.06962322057304353
2024-08-11 20:00:32,Booch01,pio02,2024-08-11T19:00:32.643168Z,0.06960636568109214
2024-08-11 20:02:02,Booch01,pio02,2024-08-11T19:02:02.642520Z,0.06957838615497439
2024-08-11 20:02:47,Booch01,pio02,2024-08-11T19:02:47.642576Z,0.06957435472709775
2024-08-11 20:02:52,Booch01,pio02,2024-08-11T19:02:52.642488Z,0.0695767027340099
2024-08-11 20:03:57,Booch01,pio02,2024-08-11T19:03:57.643832Z,0.0695866319817841
2024-08-11 20:04:32,Booch01,pio02,2024-08-11T19:04:32.642488Z,0.06960813514991213
2024-08-11 20:07:07,Booch01,pio02,2024-08-11T19:07:07.642768Z,0.06959841064352074
2024-08-11 20:07:12,Booch01,pio02,2024-08-11T19:07:12.642832Z,0.0695969147050824
2024-08-11 20:07:47,Booch01,pio02,2024-08-11T19:07:47.642392Z,0.06958615692043926
2024-08-11 20:08:07,Booch01,pio02,2024-08-11T19:08:07.642528Z,0.06959080887551533
2024-08-11 20:09:47,Booch01,pio02,2024-08-11T19:09:47.642592Z,0.06956894150865023
2024-08-11 20:10:17,Booch01,pio02,2024-08-11T19:10:17.643176Z,0.06957568246961165
2024-08-11 20:10:32,Booch01,pio02,2024-08-11T19:10:32.642144Z,0.06958327751327777
2024-08-11 20:10:57,Booch01,pio02,2024-08-11T19:10:57.643096Z,0.06957979637232668
2024-08-11 20:11:42,Booch01,pio02,2024-08-11T19:11:42.642704Z,0.06958833290604383
2024-08-11 20:13:07,Booch01,pio02,2024-08-11T19:13:07.642200Z,0.06956724058162861
2024-08-11 20:13:22,Booch01,pio02,2024-08-11T19:13:22.642496Z,0.06956556570642539
2024-08-11 20:14:37,Booch01,pio02,2024-08-11T19:14:37.642784Z,0.06953361615757164
2024-08-11 20:15:22,Booch01,pio02,2024-08-11T19:15:22.642488Z,0.06954654478533846
2024-08-11 20:15:42,Booch01,pio02,2024-08-11T19:15:42.645528Z,0.06955261212156127
2024-08-11 20:16:12,Booch01,pio02,2024-08-11T19:16:12.642552Z,0.06955050928109589
2024-08-11 20:17:07,Booch01,pio02,2024-08-11T19:17:07.643424Z,0.06953066897647926
2024-08-11 20:17:42,Booch01,pio02,2024-08-11T19:17:42.642872Z,0.0695535183601743
2024-08-11 20:18:02,Booch01,pio02,2024-08-11T19:18:02.642680Z,0.0695496586659014
2024-08-11 20:18:12,Booch01,pio02,2024-08-11T19:18:12.642488Z,0.06955484214773468
2024-08-11 20:19:17,Booch01,pio02,2024-08-11T19:19:17.642912Z,0.0695413110633054
2024-08-11 20:19:27,Booch01,pio02,2024-08-11T19:19:27.642992Z,0.0695421658264141
2024-08-11 20:19:47,Booch01,pio02,2024-08-11T19:19:47.642496Z,0.06953505611059789
2024-08-11 20:20:52,Booch01,pio02,2024-08-11T19:20:52.642304Z,0.0695463611531483
2024-08-11 20:20:57,Booch01,pio02,2024-08-11T19:20:57.643176Z,0.0695469369141004
2024-08-11 20:24:07,Booch01,pio02,2024-08-11T19:24:07.642472Z,0.06950760551805121
2024-08-11 20:25:12,Booch01,pio02,2024-08-11T19:25:12.642280Z,0.06950473981587312
2024-08-11 20:25:37,Booch01,pio02,2024-08-11T19:25:37.643128Z,0.06951448137625497
2024-08-11 20:26:27,Booch01,pio02,2024-08-11T19:26:27.643184Z,0.06951454462833961
2024-08-11 20:26:57,Booch01,pio02,2024-08-11T19:26:57.642696Z,0.06952491406997525
2024-08-11 20:27:02,Booch01,pio02,2024-08-11T19:27:02.642520Z,0.06953193112211166
2024-08-11 20:27:07,Booch01,pio02,2024-08-11T19:27:07.642192Z,0.06953010598716057
2024-08-11 20:27:12,Booch01,pio02,2024-08-11T19:27:12.642328Z,0.06952868395169055
2024-08-11 20:27:42,Booch01,pio02,2024-08-11T19:27:42.642728Z,0.06952059550966921
2024-08-11 20:27:47,Booch01,pio02,2024-08-11T19:27:47.642848Z,0.06952033338997562
2024-08-11 20:28:02,Booch01,pio02,2024-08-11T19:28:02.642400Z,0.06951730454636391
2024-08-11 20:30:37,Booch01,pio02,2024-08-11T19:30:37.642920Z,0.0695336647916401
2024-08-11 20:30:42,Booch01,pio02,2024-08-11T19:30:42.642296Z,0.06952954601260601
2024-08-11 20:30:57,Booch01,pio02,2024-08-11T19:30:57.642272Z,0.06951754017749993
2024-08-11 20:31:07,Booch01,pio02,2024-08-11T19:31:07.642968Z,0.06951880662509789
2024-08-11 20:31:27,Booch01,pio02,2024-08-11T19:31:27.642664Z,0.06952317142378134
2024-08-11 20:33:37,Booch01,pio02,2024-08-11T19:33:37.642512Z,0.06950439869945761
2024-08-11 20:34:07,Booch01,pio02,2024-08-11T19:34:07.642408Z,0.06950733679122778
2024-08-11 20:34:22,Booch01,pio02,2024-08-11T19:34:22.642472Z,0.06951421035764715
2024-08-11 20:34:32,Booch01,pio02,2024-08-11T19:34:32.642312Z,0.06951561421810486
2024-08-11 20:35:37,Booch01,pio02,2024-08-11T19:35:37.642744Z,0.06951602521902189
2024-08-11 20:36:52,Booch01,pio02,2024-08-11T19:36:52.642520Z,0.06951645558943434
2024-08-11 20:37:17,Booch01,pio02,2024-08-11T19:37:17.649192Z,0.06950573634112919
2024-08-11 20:38:22,Booch01,pio02,2024-08-11T19:38:22.642128Z,0.06952511753324712
2024-08-11 20:38:27,Booch01,pio02,2024-08-11T19:38:27.642576Z,0.06952678572875699
2024-08-11 20:38:57,Booch01,pio02,2024-08-11T19:38:57.642704Z,0.06952516613278345
2024-08-11 20:40:07,Booch01,pio02,2024-08-11T19:40:07.642560Z,0.06951823596359341
2024-08-11 20:41:12,Booch01,pio02,2024-08-11T19:41:12.643136Z,0.06953686114472434
2024-08-11 20:41:22,Booch01,pio02,2024-08-11T19:41:22.642280Z,0.06954376540949395
2024-08-11 20:41:47,Booch01,pio02,2024-08-11T19:41:47.642448Z,0.06953983093099078
2024-08-11 20:43:42,Booch01,pio02,2024-08-11T19:43:42.643032Z,0.0695571958394752
2024-08-11 20:43:47,Booch01,pio02,2024-08-11T19:43:47.642480Z,0.06956193802512797
2024-08-11 20:44:22,Booch01,pio02,2024-08-11T19:44:22.642800Z,0.06956262841080178
2024-08-11 20:46:07,Booch01,pio02,2024-08-11T19:46:07.642872Z,0.0695542618015848
2024-08-11 20:46:52,Booch01,pio02,2024-08-11T19:46:52.642400Z,0.06953729093624701
2024-08-11 20:47:27,Booch01,pio02,2024-08-11T19:47:27.642352Z,0.0695474379288381
2024-08-11 20:48:52,Booch01,pio02,2024-08-11T19:48:52.642600Z,0.06953470246690449
2024-08-11 20:49:22,Booch01,pio02,2024-08-11T19:49:22.642648Z,0.06952550628778176
2024-08-11 20:50:32,Booch01,pio02,2024-08-11T19:50:32.643704Z,0.06948849269250948
2024-08-11 20:51:07,Booch01,pio02,2024-08-11T19:51:07.642608Z,0.06949899952886332
2024-08-11 20:51:27,Booch01,pio02,2024-08-11T19:51:27.642584Z,0.06949842271720878
2024-08-11 20:51:57,Booch01,pio02,2024-08-11T19:51:57.642672Z,0.06950383632448695
2024-08-11 20:53:22,Booch01,pio02,2024-08-11T19:53:22.642872Z,0.06951192961961708
2024-08-11 20:54:02,Booch01,pio02,2024-08-11T19:54:02.642488Z,0.06950476762009351
2024-08-11 20:55:02,Booch01,pio02,2024-08-11T19:55:02.642552Z,0.0694804152410857
2024-08-11 20:55:12,Booch01,pio02,2024-08-11T19:55:12.642520Z,0.0694919973273102
2024-08-11 20:55:42,Booch01,pio02,2024-08-11T19:55:42.642440Z,0.06948532391166176
2024-08-11 20:56:12,Booch01,pio02,2024-08-11T19:56:12.642400Z,0.06948444215649725
2024-08-11 20:56:17,Booch01,pio02,2024-08-11T19:56:17.642280Z,0.06948157703983085
2024-08-11 20:57:17,Booch01,pio02,2024-08-11T19:57:17.642504Z,0.06948701131633324
2024-08-11 20:57:42,Booch01,pio02,2024-08-11T19:57:42.642976Z,0.06946926328242718
2024-08-11 20:58:37,Booch01,pio02,2024-08-11T19:58:37.642608Z,0.06946166225029701
2024-08-11 20:59:22,Booch01,pio02,2024-08-11T19:59:22.642632Z,0.06946026153285503
