timestamp_localtime,experiment,pioreactor_unit,timestamp,temperature_c
2024-08-11 11:17:34,Booch01,pio02,2024-08-11T10:17:34.344135Z,20.58
2024-08-11 11:20:54,Booch01,pio02,2024-08-11T10:20:54.344513Z,20.57
2024-08-11 11:24:14,Booch01,pio02,2024-08-11T10:24:14.344644Z,20.59
2024-08-11 11:27:34,Booch01,pio02,2024-08-11T10:27:34.348296Z,20.62
2024-08-11 11:30:54,Booch01,pio02,2024-08-11T10:30:54.344964Z,20.59
2024-08-11 11:34:14,Booch01,pio02,2024-08-11T10:34:14.342538Z,20.61
2024-08-11 11:37:34,Booch01,pio02,2024-08-11T10:37:34.344789Z,20.62
2024-08-11 11:40:54,Booch01,pio02,2024-08-11T10:40:54.346194Z,20.61
2024-08-11 11:44:14,Booch01,pio02,2024-08-11T10:44:14.345059Z,20.62
2024-08-11 11:47:34,Booch01,pio02,2024-08-11T10:47:34.344589Z,20.62
2024-08-11 11:50:54,Booch01,pio02,2024-08-11T10:50:54.345518Z,20.62
2024-08-11 11:54:14,Booch01,pio02,2024-08-11T10:54:14.345916Z,20.68
2024-08-11 11:57:34,Booch01,pio02,2024-08-11T10:57:34.345060Z,20.67
2024-08-11 12:00:54,Booch01,pio02,2024-08-11T11:00:54.344112Z,20.69
2024-08-11 12:04:14,Booch01,pio02,2024-08-11T11:04:14.345177Z,20.69
2024-08-11 12:07:34,Booch01,pio02,2024-08-11T11:07:34.346414Z,20.69
2024-08-11 12:10:54,Booch01,pio02,2024-08-11T11:10:54.345446Z,20.7
2024-08-11 12:14:14,Booch01,pio02,2024-08-11T11:14:14.344880Z,20.75
2024-08-11 12:17:34,Booch01,pio02,2024-08-11T11:17:34.344167Z,20.75
2024-08-11 12:20:54,Booch01,pio02,2024-08-11T11:20:54.343885Z,20.75
2024-08-11 12:24:14,Booch01,pio02,2024-08-11T11:24:14.345263Z,20.75
2024-08-11 12:27:34,Booch01,pio02,2024-08-11T11:27:34.343945Z,20.76
2024-08-11 12:30:54,Booch01,pio02,2024-08-11T11:30:54.343323Z,20.79
2024-08-11 12:34:14,Booch01,pio02,2024-08-11T11:34:14.343100Z,20.8
2024-08-11 12:37:34,Booch01,pio02,2024-08-11T11:37:34.345654Z,20.81
2024-08-11 12:40:54,Booch01,pio02,2024-08-11T11:40:54.345725Z,20.81
2024-08-11 12:44:14,Booch01,pio02,2024-08-11T11:44:14.346681Z,20.81
2024-08-11 12:47:34,Booch01,pio02,2024-08-11T11:47:34.345695Z,20.81
2024-08-11 12:50:54,Booch01,pio02,2024-08-11T11:50:54.344839Z,20.82
2024-08-11 12:54:14,Booch01,pio02,2024-08-11T11:54:14.344359Z,20.85
2024-08-11 12:57:34,Booch01,pio02,2024-08-11T11:57:34.342569Z,20.88
2024-08-11 13:00:54,Booch01,pio02,2024-08-11T12:00:54.344834Z,20.88
2024-08-11 13:04:14,Booch01,pio02,2024-08-11T12:04:14.345239Z,20.88
2024-08-11 13:07:34,Booch01,pio02,2024-08-11T12:07:34.346356Z,20.93
2024-08-11 13:10:54,Booch01,pio02,2024-08-11T12:10:54.344155Z,20.94
2024-08-11 13:14:14,Booch01,pio02,2024-08-11T12:14:14.344484Z,20.94
2024-08-11 13:17:34,Booch01,pio02,2024-08-11T12:17:34.344716Z,20.97
2024-08-11 13:20:54,Booch01,pio02,2024-08-11T12:20:54.342930Z,21.0
2024-08-11 13:24:14,Booch01,pio02,2024-08-11T12:24:14.345067Z,21.0
2024-08-11 13:27:34,Booch01,pio02,2024-08-11T12:27:34.345960Z,21.0
2024-08-11 13:30:54,Booch01,pio02,2024-08-11T12:30:54.346347Z,21.06
2024-08-11 13:34:14,Booch01,pio02,2024-08-11T12:34:14.344560Z,21.06
2024-08-11 13:37:34,Booch01,pio02,2024-08-11T12:37:34.345382Z,21.08
2024-08-11 13:40:54,Booch01,pio02,2024-08-11T12:40:54.346020Z,21.12
2024-08-11 13:44:14,Booch01,pio02,2024-08-11T12:44:14.344623Z,21.12
2024-08-11 13:47:34,Booch01,pio02,2024-08-11T12:47:34.345283Z,21.15
2024-08-11 13:50:54,Booch01,pio02,2024-08-11T12:50:54.344766Z,21.2
2024-08-11 13:54:14,Booch01,pio02,2024-08-11T12:54:14.347929Z,21.27
2024-08-11 13:57:34,Booch01,pio02,2024-08-11T12:57:34.345461Z,21.31
2024-08-11 14:00:54,Booch01,pio02,2024-08-11T13:00:54.345471Z,21.32
2024-08-11 14:04:14,Booch01,pio02,2024-08-11T13:04:14.345444Z,21.38
2024-08-11 14:07:34,Booch01,pio02,2024-08-11T13:07:34.345466Z,21.36
2024-08-11 14:10:54,Booch01,pio02,2024-08-11T13:10:54.345772Z,21.38
2024-08-11 14:14:14,Booch01,pio02,2024-08-11T13:14:14.344234Z,21.38
2024-08-11 14:17:34,Booch01,pio02,2024-08-11T13:17:34.343655Z,21.38
2024-08-11 14:20:54,Booch01,pio02,2024-08-11T13:20:54.343566Z,21.38
2024-08-11 14:24:14,Booch01,pio02,2024-08-11T13:24:14.344666Z,21.39
2024-08-11 14:27:34,Booch01,pio02,2024-08-11T13:27:34.345844Z,21.43
2024-08-11 14:30:54,Booch01,pio02,2024-08-11T13:30:54.345118Z,21.44
2024-08-11 14:34:14,Booch01,pio02,2024-08-11T13:34:14.345350Z,21.44
2024-08-11 14:37:34,Booch01,pio02,2024-08-11T13:37:34.350706Z,21.45
2024-08-11 14:40:54,Booch01,pio02,2024-08-11T13:40:54.346912Z,21.49
2024-08-11 14:44:14,Booch01,pio02,2024-08-11T13:44:14.346630Z,21.5
2024-08-11 14:47:34,Booch01,pio02,2024-08-11T13:47:34.345023Z,21.5
2024-08-11 14:50:54,Booch01,pio02,2024-08-11T13:50:54.346446Z,21.55
2024-08-11 14:54:14,Booch01,pio02,2024-08-11T13:54:14.344690Z,21.56
2024-08-11 14:57:34,Booch01,pio02,2024-08-11T13:57:34.345515Z,21.56
2024-08-11 15:00:54,Booch01,pio02,2024-08-11T14:00:54.345317Z,21.62
2024-08-11 15:04:14,Booch01,pio02,2024-08-11T14:04:14.346250Z,21.62
2024-08-11 15:07:34,Booch01,pio02,2024-08-11T14:07:34.346407Z,21.68
2024-08-11 15:10:54,Booch01,pio02,2024-08-11T14:10:54.345238Z,21.69
2024-08-11 15:14:14,Booch01,pio02,2024-08-11T14:14:14.346421Z,21.73
2024-08-11 15:17:34,Booch01,pio02,2024-08-11T14:17:34.343821Z,21.75
2024-08-11 15:20:54,Booch01,pio02,2024-08-11T14:20:54.346005Z,21.76
2024-08-11 15:24:14,Booch01,pio02,2024-08-11T14:24:14.343500Z,21.81
2024-08-11 15:27:34,Booch01,pio02,2024-08-11T14:27:34.345425Z,21.82
2024-08-11 15:30:54,Booch01,pio02,2024-08-11T14:30:54.344597Z,21.88
2024-08-11 15:34:14,Booch01,pio02,2024-08-11T14:34:14.343576Z,21.88
2024-08-11 15:37:34,Booch01,pio02,2024-08-11T14:37:34.345566Z,21.94
2024-08-11 15:40:54,Booch01,pio02,2024-08-11T14:40:54.343354Z,21.94
2024-08-11 15:44:14,Booch01,pio02,2024-08-11T14:44:14.345906Z,21.97
2024-08-11 15:47:34,Booch01,pio02,2024-08-11T14:47:34.346705Z,22.0
2024-08-11 15:50:54,Booch01,pio02,2024-08-11T14:50:54.346457Z,22.05
2024-08-11 15:54:14,Booch01,pio02,2024-08-11T14:54:14.344642Z,22.06
2024-08-11 15:57:34,Booch01,pio02,2024-08-11T14:57:34.348460Z,22.12
2024-08-11 16:00:54,Booch01,pio02,2024-08-11T15:00:54.345971Z,22.12
2024-08-11 16:04:14,Booch01,pio02,2024-08-11T15:04:14.345829Z,22.17
2024-08-11 16:07:34,Booch01,pio02,2024-08-11T15:07:34.346623Z,22.19
2024-08-11 16:10:54,Booch01,pio02,2024-08-11T15:10:54.344220Z,22.2
2024-08-11 16:14:14,Booch01,pio02,2024-08-11T15:14:14.346098Z,22.25
2024-08-11 16:17:34,Booch01,pio02,2024-08-11T15:17:34.345887Z,22.27
2024-08-11 16:20:54,Booch01,pio02,2024-08-11T15:20:54.346257Z,22.31
2024-08-11 16:24:14,Booch01,pio02,2024-08-11T15:24:14.345011Z,22.35
2024-08-11 16:27:34,Booch01,pio02,2024-08-11T15:27:34.345996Z,22.38
2024-08-11 16:30:54,Booch01,pio02,2024-08-11T15:30:54.346078Z,22.4
2024-08-11 16:34:14,Booch01,pio02,2024-08-11T15:34:14.345860Z,22.44
2024-08-11 16:37:34,Booch01,pio02,2024-08-11T15:37:34.345813Z,22.5
2024-08-11 16:40:54,Booch01,pio02,2024-08-11T15:40:54.345171Z,22.5
2024-08-11 16:44:14,Booch01,pio02,2024-08-11T15:44:14.345758Z,22.56
2024-08-11 16:47:34,Booch01,pio02,2024-08-11T15:47:34.344880Z,22.56
2024-08-11 16:50:54,Booch01,pio02,2024-08-11T15:50:54.349294Z,22.56
2024-08-11 16:54:14,Booch01,pio02,2024-08-11T15:54:14.349401Z,22.56
2024-08-11 16:57:34,Booch01,pio02,2024-08-11T15:57:34.345377Z,22.65
2024-08-11 17:00:54,Booch01,pio02,2024-08-11T16:00:54.344195Z,22.69
2024-08-11 17:04:14,Booch01,pio02,2024-08-11T16:04:14.345147Z,22.75
2024-08-11 17:07:34,Booch01,pio02,2024-08-11T16:07:34.345150Z,22.77
2024-08-11 17:10:54,Booch01,pio02,2024-08-11T16:10:54.343779Z,22.8
2024-08-11 17:14:14,Booch01,pio02,2024-08-11T16:14:14.345526Z,22.86
2024-08-11 17:17:34,Booch01,pio02,2024-08-11T16:17:34.345892Z,22.88
2024-08-11 17:20:54,Booch01,pio02,2024-08-11T16:20:54.343813Z,22.88
2024-08-11 17:24:14,Booch01,pio02,2024-08-11T16:24:14.342681Z,22.88
2024-08-11 17:27:34,Booch01,pio02,2024-08-11T16:27:34.345141Z,22.91
2024-08-11 17:30:54,Booch01,pio02,2024-08-11T16:30:54.347402Z,22.98
2024-08-11 17:34:14,Booch01,pio02,2024-08-11T16:34:14.350788Z,23.0
2024-08-11 17:37:34,Booch01,pio02,2024-08-11T16:37:34.347050Z,23.06
2024-08-11 17:40:54,Booch01,pio02,2024-08-11T16:40:54.345152Z,23.12
2024-08-11 17:44:14,Booch01,pio02,2024-08-11T16:44:14.343975Z,23.16
2024-08-11 17:47:34,Booch01,pio02,2024-08-11T16:47:34.343898Z,23.25
2024-08-11 17:50:54,Booch01,pio02,2024-08-11T16:50:54.345097Z,23.3
2024-08-11 17:54:14,Booch01,pio02,2024-08-11T16:54:14.345841Z,23.38
2024-08-11 17:57:34,Booch01,pio02,2024-08-11T16:57:34.344321Z,23.38
2024-08-11 18:00:54,Booch01,pio02,2024-08-11T17:00:54.344564Z,23.44
2024-08-11 18:04:14,Booch01,pio02,2024-08-11T17:04:14.343784Z,23.5
2024-08-11 18:07:34,Booch01,pio02,2024-08-11T17:07:34.345561Z,23.56
2024-08-11 18:10:54,Booch01,pio02,2024-08-11T17:10:54.343672Z,23.62
2024-08-11 18:14:14,Booch01,pio02,2024-08-11T17:14:14.343634Z,23.68
2024-08-11 18:17:34,Booch01,pio02,2024-08-11T17:17:34.344079Z,23.69
2024-08-11 18:20:54,Booch01,pio02,2024-08-11T17:20:54.347010Z,23.75
2024-08-11 18:24:14,Booch01,pio02,2024-08-11T17:24:14.344912Z,23.81
2024-08-11 18:27:34,Booch01,pio02,2024-08-11T17:27:34.342939Z,23.85
2024-08-11 18:30:54,Booch01,pio02,2024-08-11T17:30:54.346875Z,23.88
2024-08-11 18:34:14,Booch01,pio02,2024-08-11T17:34:14.345251Z,23.94
2024-08-11 18:37:34,Booch01,pio02,2024-08-11T17:37:34.346106Z,24.0
2024-08-11 18:40:54,Booch01,pio02,2024-08-11T17:40:54.344861Z,24.03
2024-08-11 18:44:14,Booch01,pio02,2024-08-11T17:44:14.343979Z,24.06
2024-08-11 18:47:34,Booch01,pio02,2024-08-11T17:47:34.346256Z,24.12
2024-08-11 18:50:54,Booch01,pio02,2024-08-11T17:50:54.347386Z,24.19
2024-08-11 18:54:14,Booch01,pio02,2024-08-11T17:54:14.344472Z,24.19
2024-08-11 18:57:34,Booch01,pio02,2024-08-11T17:57:34.343992Z,24.25
2024-08-11 19:00:54,Booch01,pio02,2024-08-11T18:00:54.345158Z,24.31
2024-08-11 19:04:14,Booch01,pio02,2024-08-11T18:04:14.344185Z,24.38
2024-08-11 19:07:34,Booch01,pio02,2024-08-11T18:07:34.346688Z,24.38
2024-08-11 19:10:54,Booch01,pio02,2024-08-11T18:10:54.345283Z,24.44
2024-08-11 19:14:14,Booch01,pio02,2024-08-11T18:14:14.345902Z,24.5
2024-08-11 19:17:34,Booch01,pio02,2024-08-11T18:17:34.344224Z,24.5
2024-08-11 19:20:54,Booch01,pio02,2024-08-11T18:20:54.345342Z,24.56
2024-08-11 19:24:14,Booch01,pio02,2024-08-11T18:24:14.345633Z,24.62
2024-08-11 19:27:34,Booch01,pio02,2024-08-11T18:27:34.345565Z,24.69
2024-08-11 19:30:54,Booch01,pio02,2024-08-11T18:30:54.345526Z,24.73
2024-08-11 19:34:14,Booch01,pio02,2024-08-11T18:34:14.345167Z,24.75
2024-08-11 19:37:34,Booch01,pio02,2024-08-11T18:37:34.345379Z,24.81
2024-08-11 19:40:54,Booch01,pio02,2024-08-11T18:40:54.345122Z,24.86
2024-08-11 19:44:14,Booch01,pio02,2024-08-11T18:44:14.344201Z,24.91
2024-08-11 19:47:34,Booch01,pio02,2024-08-11T18:47:34.344728Z,24.93
2024-08-11 19:50:54,Booch01,pio02,2024-08-11T18:50:54.347100Z,24.95
2024-08-11 19:54:14,Booch01,pio02,2024-08-11T18:54:14.348212Z,25.0
2024-08-11 19:57:34,Booch01,pio02,2024-08-11T18:57:34.345513Z,25.0
2024-08-11 20:00:54,Booch01,pio02,2024-08-11T19:00:54.346296Z,25.0
2024-08-11 20:04:14,Booch01,pio02,2024-08-11T19:04:14.343818Z,25.01
2024-08-11 20:07:34,Booch01,pio02,2024-08-11T19:07:34.345075Z,25.06
2024-08-11 20:10:54,Booch01,pio02,2024-08-11T19:10:54.346269Z,25.12
2024-08-11 20:14:14,Booch01,pio02,2024-08-11T19:14:14.347082Z,25.18
2024-08-11 20:17:34,Booch01,pio02,2024-08-11T19:17:34.345402Z,25.19
2024-08-11 20:20:54,Booch01,pio02,2024-08-11T19:20:54.344011Z,25.19
2024-08-11 20:24:14,Booch01,pio02,2024-08-11T19:24:14.344902Z,25.24
2024-08-11 20:27:34,Booch01,pio02,2024-08-11T19:27:34.343732Z,25.25
2024-08-11 20:30:54,Booch01,pio02,2024-08-11T19:30:54.343894Z,25.25
2024-08-11 20:34:14,Booch01,pio02,2024-08-11T19:34:14.346118Z,25.27
2024-08-11 20:37:34,Booch01,pio02,2024-08-11T19:37:34.343998Z,25.29
2024-08-11 20:40:54,Booch01,pio02,2024-08-11T19:40:54.347710Z,25.3
2024-08-11 20:44:14,Booch01,pio02,2024-08-11T19:44:14.344821Z,25.31
2024-08-11 20:47:34,Booch01,pio02,2024-08-11T19:47:34.347014Z,25.31
2024-08-11 20:50:54,Booch01,pio02,2024-08-11T19:50:54.345630Z,25.31
2024-08-11 20:54:14,Booch01,pio02,2024-08-11T19:54:14.343189Z,25.31
2024-08-11 20:57:34,Booch01,pio02,2024-08-11T19:57:34.343811Z,25.31
2024-08-11 21:00:54,Booch01,pio02,2024-08-11T20:00:54.345997Z,25.33
2024-08-11 21:04:14,Booch01,pio02,2024-08-11T20:04:14.345733Z,25.35
2024-08-11 21:07:34,Booch01,pio02,2024-08-11T20:07:34.346193Z,25.31
2024-08-11 21:10:54,Booch01,pio02,2024-08-11T20:10:54.346219Z,25.33
2024-08-11 21:14:14,Booch01,pio02,2024-08-11T20:14:14.344864Z,25.33
2024-08-11 21:17:34,Booch01,pio02,2024-08-11T20:17:34.345787Z,25.32
2024-08-11 21:20:54,Booch01,pio02,2024-08-11T20:20:54.346355Z,25.34
2024-08-11 21:24:14,Booch01,pio02,2024-08-11T20:24:14.345553Z,25.34
2024-08-11 21:27:34,Booch01,pio02,2024-08-11T20:27:34.344782Z,25.38
2024-08-11 21:30:54,Booch01,pio02,2024-08-11T20:30:54.344425Z,25.38
2024-08-11 21:34:14,Booch01,pio02,2024-08-11T20:34:14.345103Z,25.38
2024-08-11 21:37:34,Booch01,pio02,2024-08-11T20:37:34.344332Z,25.38
2024-08-11 21:40:54,Booch01,pio02,2024-08-11T20:40:54.347485Z,25.38
2024-08-11 21:44:14,Booch01,pio02,2024-08-11T20:44:14.345245Z,25.36
2024-08-11 21:47:34,Booch01,pio02,2024-08-11T20:47:34.345490Z,25.32
2024-08-11 21:50:54,Booch01,pio02,2024-08-11T20:50:54.345042Z,25.36
2024-08-11 21:54:14,Booch01,pio02,2024-08-11T20:54:14.344943Z,25.32
2024-08-11 21:57:34,Booch01,pio02,2024-08-11T20:57:34.346433Z,25.32
2024-08-11 22:00:54,Booch01,pio02,2024-08-11T21:00:54.343694Z,25.33
2024-08-11 22:04:14,Booch01,pio02,2024-08-11T21:04:14.343397Z,25.32
2024-08-11 22:07:34,Booch01,pio02,2024-08-11T21:07:34.346831Z,25.31
2024-08-11 22:10:54,Booch01,pio02,2024-08-11T21:10:54.344849Z,25.32
2024-08-11 22:14:14,Booch01,pio02,2024-08-11T21:14:14.345296Z,25.31
2024-08-11 22:17:34,Booch01,pio02,2024-08-11T21:17:34.344711Z,25.31
2024-08-11 22:20:54,Booch01,pio02,2024-08-11T21:20:54.345802Z,25.31
2024-08-11 22:24:14,Booch01,pio02,2024-08-11T21:24:14.344110Z,25.31
2024-08-11 22:27:34,Booch01,pio02,2024-08-11T21:27:34.346642Z,25.31
2024-08-11 22:30:54,Booch01,pio02,2024-08-11T21:30:54.346122Z,25.31
2024-08-11 22:34:14,Booch01,pio02,2024-08-11T21:34:14.347080Z,25.3
2024-08-11 22:37:34,Booch01,pio02,2024-08-11T21:37:34.348493Z,25.29
2024-08-11 22:40:54,Booch01,pio02,2024-08-11T21:40:54.343815Z,25.25
2024-08-11 22:44:14,Booch01,pio02,2024-08-11T21:44:14.345459Z,25.25
2024-08-11 22:47:34,Booch01,pio02,2024-08-11T21:47:34.345871Z,25.25
2024-08-11 22:50:54,Booch01,pio02,2024-08-11T21:50:54.346953Z,25.23
2024-08-11 22:54:14,Booch01,pio02,2024-08-11T21:54:14.346663Z,25.21
2024-08-11 22:57:34,Booch01,pio02,2024-08-11T21:57:34.347664Z,25.21
2024-08-11 23:00:54,Booch01,pio02,2024-08-11T22:00:54.344790Z,25.19
2024-08-11 23:04:14,Booch01,pio02,2024-08-11T22:04:14.344600Z,25.19
2024-08-11 23:07:34,Booch01,pio02,2024-08-11T22:07:34.345124Z,25.17
2024-08-11 23:10:54,Booch01,pio02,2024-08-11T22:10:54.347104Z,25.12
2024-08-11 23:14:14,Booch01,pio02,2024-08-11T22:14:14.343293Z,25.12
2024-08-11 23:17:34,Booch01,pio02,2024-08-11T22:17:34.345031Z,25.11
2024-08-11 23:20:54,Booch01,pio02,2024-08-11T22:20:54.344431Z,25.09
2024-08-11 23:24:14,Booch01,pio02,2024-08-11T22:24:14.346683Z,25.07
2024-08-11 23:27:34,Booch01,pio02,2024-08-11T22:27:34.345919Z,25.06
2024-08-11 23:30:54,Booch01,pio02,2024-08-11T22:30:54.346592Z,25.06
2024-08-11 23:34:14,Booch01,pio02,2024-08-11T22:34:14.343467Z,25.06
2024-08-11 23:37:34,Booch01,pio02,2024-08-11T22:37:34.346052Z,25.04
2024-08-11 23:40:54,Booch01,pio02,2024-08-11T22:40:54.345195Z,25.06
2024-08-11 23:44:14,Booch01,pio02,2024-08-11T22:44:14.347304Z,25.04
2024-08-11 23:47:34,Booch01,pio02,2024-08-11T22:47:34.347107Z,25.0
2024-08-11 23:50:54,Booch01,pio02,2024-08-11T22:50:54.346148Z,25.0
2024-08-11 23:54:14,Booch01,pio02,2024-08-11T22:54:14.345054Z,25.0
2024-08-11 23:57:34,Booch01,pio02,2024-08-11T22:57:34.344241Z,24.96
2024-08-12 00:00:54,Booch01,pio02,2024-08-11T23:00:54.343605Z,24.95
2024-08-12 00:04:14,Booch01,pio02,2024-08-11T23:04:14.345200Z,24.94
2024-08-12 00:07:34,Booch01,pio02,2024-08-11T23:07:34.344953Z,24.94
2024-08-12 00:10:54,Booch01,pio02,2024-08-11T23:10:54.347040Z,24.94
2024-08-12 00:14:14,Booch01,pio02,2024-08-11T23:14:14.347909Z,24.92
2024-08-12 00:17:34,Booch01,pio02,2024-08-11T23:17:34.344734Z,24.88
2024-08-12 00:20:54,Booch01,pio02,2024-08-11T23:20:54.345146Z,24.88
2024-08-12 00:24:14,Booch01,pio02,2024-08-11T23:24:14.343384Z,24.86
2024-08-12 00:27:34,Booch01,pio02,2024-08-11T23:27:34.347323Z,24.81
2024-08-12 00:30:54,Booch01,pio02,2024-08-11T23:30:54.344128Z,24.81
2024-08-12 00:34:14,Booch01,pio02,2024-08-11T23:34:14.344059Z,24.81
2024-08-12 00:37:34,Booch01,pio02,2024-08-11T23:37:34.345365Z,24.81
2024-08-12 00:40:54,Booch01,pio02,2024-08-11T23:40:54.345380Z,24.77
2024-08-12 00:44:14,Booch01,pio02,2024-08-11T23:44:14.345765Z,24.75
2024-08-12 00:47:34,Booch01,pio02,2024-08-11T23:47:34.349057Z,24.75
