timestamp_localtime,experiment,pioreactor_unit,timestamp,event,volume_change_ml,source_of_event
2024-08-11 08:28:18,Booch01,pio02,2024-08-11T07:28:18.973619Z,add_media,0.9375,dosing_automation:chemostat
2024-08-11 08:28:47,Booch01,pio02,2024-08-11T07:28:47.285211Z,remove_waste,0.9375,dosing_automation:chemostat
2024-08-11 08:28:57,Booch01,pio02,2024-08-11T07:28:57.775302Z,remove_waste,1.875,dosing_automation:chemostat
2024-08-11 08:29:18,Booch01,pio02,2024-08-11T07:29:18.605894Z,add_media,0.9375,dosing_automation:chemostat
2024-08-11 08:29:46,Booch01,pio02,2024-08-11T07:29:46.947854Z,remove_waste,0.9375,dosing_automation:chemostat
2024-08-11 08:29:57,Booch01,pio02,2024-08-11T07:29:57.433253Z,remove_waste,1.875,dosing_automation:chemostat
2024-08-11 08:30:18,Booch01,pio02,2024-08-11T07:30:18.291637Z,add_media,0.9375,dosing_automation:chemostat
2024-08-11 08:30:46,Booch01,pio02,2024-08-11T07:30:46.702690Z,remove_waste,0.9375,dosing_automation:chemostat
2024-08-11 08:30:57,Booch01,pio02,2024-08-11T07:30:57.190944Z,remove_waste,1.875,dosing_automation:chemostat
2024-08-11 08:31:18,Booch01,pio02,2024-08-11T07:31:18.016955Z,add_media,0.9375,dosing_automation:chemostat
