timestamp_localtime,experiment,pioreactor_unit,timestamp,event_name,message,data
2023-11-28 00:26:39,Spirulina 003,pio001,2023-11-28T00:26:39.942531Z,UpdatedHeaterDC,delta_dc=5.0625,"{""current_dc"": 5.06, ""delta_dc"": 5.0625}"
2023-11-28 00:30:33,Spirulina 003,pio001,2023-11-28T00:30:33.195773Z,UpdatedHeaterDC,delta_dc=16.106250000000003,"{""current_dc"": 21.17, ""delta_dc"": 16.106250000000003}"
2023-11-28 00:34:17,Spirulina 003,pio001,2023-11-28T00:34:17.825990Z,UpdatedHeaterDC,delta_dc=10.230000000000011,"{""current_dc"": 31.4, ""delta_dc"": 10.230000000000011}"
2023-11-28 00:38:02,Spirulina 003,pio001,2023-11-28T00:38:02.805135Z,UpdatedHeaterDC,delta_dc=7.905000000000005,"{""current_dc"": 39.31, ""delta_dc"": 7.905000000000005}"
2023-11-28 00:41:47,Spirulina 003,pio001,2023-11-28T00:41:47.802594Z,UpdatedHeaterDC,delta_dc=5.504999999999987,"{""current_dc"": 44.81, ""delta_dc"": 5.504999999999987}"
2023-11-28 00:45:32,Spirulina 003,pio001,2023-11-28T00:45:32.804713Z,UpdatedHeaterDC,delta_dc=3.570000000000004,"{""current_dc"": 48.38, ""delta_dc"": 3.570000000000004}"
2023-11-28 00:49:17,Spirulina 003,pio001,2023-11-28T00:49:17.795530Z,UpdatedHeaterDC,delta_dc=2.100000000000003,"{""current_dc"": 50.48, ""delta_dc"": 2.100000000000003}"
2023-11-28 00:53:02,Spirulina 003,pio001,2023-11-28T00:53:02.807941Z,UpdatedHeaterDC,delta_dc=0.8399999999999981,"{""current_dc"": 51.32, ""delta_dc"": 0.8399999999999981}"
2023-11-28 00:56:47,Spirulina 003,pio001,2023-11-28T00:56:47.799142Z,UpdatedHeaterDC,delta_dc=1.0658141036401503e-14,"{""current_dc"": 51.32, ""delta_dc"": 1.0658141036401503e-14}"
2023-11-28 01:00:32,Spirulina 003,pio001,2023-11-28T01:00:32.807430Z,UpdatedHeaterDC,delta_dc=-0.4500000000000277,"{""current_dc"": 50.87, ""delta_dc"": -0.4500000000000277}"
2023-11-28 01:04:17,Spirulina 003,pio001,2023-11-28T01:04:17.807641Z,UpdatedHeaterDC,delta_dc=-0.8249999999999851,"{""current_dc"": 50.05, ""delta_dc"": -0.8249999999999851}"
2023-11-28 01:08:02,Spirulina 003,pio001,2023-11-28T01:08:02.800306Z,UpdatedHeaterDC,delta_dc=-1.3650000000000055,"{""current_dc"": 48.68, ""delta_dc"": -1.3650000000000055}"
2023-11-28 01:11:47,Spirulina 003,pio001,2023-11-28T01:11:47.831583Z,UpdatedHeaterDC,delta_dc=-0.5699999999999719,"{""current_dc"": 48.11, ""delta_dc"": -0.5699999999999719}"
2023-11-28 01:15:32,Spirulina 003,pio001,2023-11-28T01:15:32.808559Z,UpdatedHeaterDC,delta_dc=-1.529999999999994,"{""current_dc"": 46.58, ""delta_dc"": -1.529999999999994}"
2023-11-28 01:19:17,Spirulina 003,pio001,2023-11-28T01:19:17.822719Z,UpdatedHeaterDC,delta_dc=-0.5999999999999979,"{""current_dc"": 45.98, ""delta_dc"": -0.5999999999999979}"
2023-11-28 01:23:02,Spirulina 003,pio001,2023-11-28T01:23:02.808396Z,UpdatedHeaterDC,delta_dc=-0.8550000000000324,"{""current_dc"": 45.12, ""delta_dc"": -0.8550000000000324}"
2023-11-28 01:26:47,Spirulina 003,pio001,2023-11-28T01:26:47.808495Z,UpdatedHeaterDC,delta_dc=-0.4349999999999774,"{""current_dc"": 44.69, ""delta_dc"": -0.4349999999999774}"
2023-11-28 01:30:32,Spirulina 003,pio001,2023-11-28T01:30:32.792607Z,UpdatedHeaterDC,delta_dc=-0.5850000000000115,"{""current_dc"": 44.1, ""delta_dc"": -0.5850000000000115}"
2023-11-28 01:34:17,Spirulina 003,pio001,2023-11-28T01:34:17.838812Z,UpdatedHeaterDC,delta_dc=0.3450000000000166,"{""current_dc"": 44.45, ""delta_dc"": 0.3450000000000166}"
2023-11-28 01:38:02,Spirulina 003,pio001,2023-11-28T01:38:02.794936Z,UpdatedHeaterDC,delta_dc=0.20999999999996888,"{""current_dc"": 44.66, ""delta_dc"": 0.20999999999996888}"
2023-11-28 01:41:47,Spirulina 003,pio001,2023-11-28T01:41:47.806196Z,UpdatedHeaterDC,delta_dc=0.8400000000000247,"{""current_dc"": 45.5, ""delta_dc"": 0.8400000000000247}"
2023-11-28 01:45:32,Spirulina 003,pio001,2023-11-28T01:45:32.791769Z,UpdatedHeaterDC,delta_dc=0.4499999999999744,"{""current_dc"": 45.95, ""delta_dc"": 0.4499999999999744}"
2023-11-28 01:49:17,Spirulina 003,pio001,2023-11-28T01:49:17.797869Z,UpdatedHeaterDC,delta_dc=1.110000000000003,"{""current_dc"": 47.06, ""delta_dc"": 1.110000000000003}"
2023-11-28 01:53:02,Spirulina 003,pio001,2023-11-28T01:53:02.796521Z,UpdatedHeaterDC,delta_dc=0.7349999999999817,"{""current_dc"": 47.79, ""delta_dc"": 0.7349999999999817}"
2023-11-28 01:56:47,Spirulina 003,pio001,2023-11-28T01:56:47.810496Z,UpdatedHeaterDC,delta_dc=1.0650000000000226,"{""current_dc"": 48.86, ""delta_dc"": 1.0650000000000226}"
2023-11-28 02:00:32,Spirulina 003,pio001,2023-11-28T02:00:32.807447Z,UpdatedHeaterDC,delta_dc=1.214999999999982,"{""current_dc"": 50.07, ""delta_dc"": 1.214999999999982}"
2023-11-28 02:04:17,Spirulina 003,pio001,2023-11-28T02:04:17.798626Z,UpdatedHeaterDC,delta_dc=0.7649999999999864,"{""current_dc"": 50.83, ""delta_dc"": 0.7649999999999864}"
2023-11-28 02:08:02,Spirulina 003,pio001,2023-11-28T02:08:02.795956Z,UpdatedHeaterDC,delta_dc=0.5250000000000128,"{""current_dc"": 51.36, ""delta_dc"": 0.5250000000000128}"
2023-11-28 02:11:47,Spirulina 003,pio001,2023-11-28T02:11:47.805759Z,UpdatedHeaterDC,delta_dc=0.6750000000000149,"{""current_dc"": 52.04, ""delta_dc"": 0.6750000000000149}"
2023-11-28 02:15:32,Spirulina 003,pio001,2023-11-28T02:15:32.794963Z,UpdatedHeaterDC,delta_dc=0.8699999999999761,"{""current_dc"": 52.91, ""delta_dc"": 0.8699999999999761}"
2023-11-28 02:19:17,Spirulina 003,pio001,2023-11-28T02:19:17.797897Z,UpdatedHeaterDC,delta_dc=0.2549999999999919,"{""current_dc"": 53.16, ""delta_dc"": 0.2549999999999919}"
2023-11-28 02:23:02,Spirulina 003,pio001,2023-11-28T02:23:02.811625Z,UpdatedHeaterDC,delta_dc=0.420000000000023,"{""current_dc"": 53.58, ""delta_dc"": 0.420000000000023}"
2023-11-28 02:26:47,Spirulina 003,pio001,2023-11-28T02:26:47.800852Z,UpdatedHeaterDC,delta_dc=0.13499999999997314,"{""current_dc"": 53.71, ""delta_dc"": 0.13499999999997314}"
2023-11-28 02:30:32,Spirulina 003,pio001,2023-11-28T02:30:32.810082Z,UpdatedHeaterDC,delta_dc=0.21000000000002217,"{""current_dc"": 53.92, ""delta_dc"": 0.21000000000002217}"
2023-11-28 02:34:17,Spirulina 003,pio001,2023-11-28T02:34:17.812041Z,UpdatedHeaterDC,delta_dc=0.14999999999998082,"{""current_dc"": 54.07, ""delta_dc"": 0.14999999999998082}"
2023-11-28 02:38:02,Spirulina 003,pio001,2023-11-28T02:38:02.795217Z,UpdatedHeaterDC,delta_dc=0.23999999999999488,"{""current_dc"": 54.31, ""delta_dc"": 0.23999999999999488}"
2023-11-28 02:41:47,Spirulina 003,pio001,2023-11-28T02:41:47.800187Z,UpdatedHeaterDC,delta_dc=0.09000000000002473,"{""current_dc"": 54.4, ""delta_dc"": 0.09000000000002473}"
2023-11-28 02:45:32,Spirulina 003,pio001,2023-11-28T02:45:32.801546Z,UpdatedHeaterDC,delta_dc=0.6299999999999706,"{""current_dc"": 55.03, ""delta_dc"": 0.6299999999999706}"
2023-11-28 02:49:17,Spirulina 003,pio001,2023-11-28T02:49:17.794958Z,UpdatedHeaterDC,delta_dc=0.05999999999999872,"{""current_dc"": 55.09, ""delta_dc"": 0.05999999999999872}"
2023-11-28 02:53:02,Spirulina 003,pio001,2023-11-28T02:53:02.797040Z,UpdatedHeaterDC,delta_dc=0.1650000000000098,"{""current_dc"": 55.26, ""delta_dc"": 0.1650000000000098}"
2023-11-28 02:56:47,Spirulina 003,pio001,2023-11-28T02:56:47.793682Z,UpdatedHeaterDC,delta_dc=0.4350000000000094,"{""current_dc"": 55.7, ""delta_dc"": 0.4350000000000094}"
2023-11-28 03:00:32,Spirulina 003,pio001,2023-11-28T03:00:32.799112Z,UpdatedHeaterDC,delta_dc=-0.1500000000000128,"{""current_dc"": 55.55, ""delta_dc"": -0.1500000000000128}"
2023-11-28 03:04:17,Spirulina 003,pio001,2023-11-28T03:04:17.795580Z,UpdatedHeaterDC,delta_dc=0.34500000000000597,"{""current_dc"": 55.9, ""delta_dc"": 0.34500000000000597}"
2023-11-28 03:08:02,Spirulina 003,pio001,2023-11-28T03:08:02.810528Z,UpdatedHeaterDC,delta_dc=0.3600000000000243,"{""current_dc"": 56.26, ""delta_dc"": 0.3600000000000243}"
2023-11-28 03:11:47,Spirulina 003,pio001,2023-11-28T03:11:47.812062Z,UpdatedHeaterDC,delta_dc=0.27000000000001023,"{""current_dc"": 56.53, ""delta_dc"": 0.27000000000001023}"
2023-11-28 03:15:32,Spirulina 003,pio001,2023-11-28T03:15:32.812119Z,UpdatedHeaterDC,delta_dc=0.4199999999999804,"{""current_dc"": 56.95, ""delta_dc"": 0.4199999999999804}"
2023-11-28 03:19:17,Spirulina 003,pio001,2023-11-28T03:19:17.797544Z,UpdatedHeaterDC,delta_dc=-0.12000000000001876,"{""current_dc"": 56.83, ""delta_dc"": -0.12000000000001876}"
2023-11-28 03:23:02,Spirulina 003,pio001,2023-11-28T03:23:02.806895Z,UpdatedHeaterDC,delta_dc=0.45000000000003837,"{""current_dc"": 57.28, ""delta_dc"": 0.45000000000003837}"
2023-11-28 03:26:47,Spirulina 003,pio001,2023-11-28T03:26:47.799522Z,UpdatedHeaterDC,delta_dc=0.045000000000001705,"{""current_dc"": 57.33, ""delta_dc"": 0.045000000000001705}"
2023-11-28 03:30:32,Spirulina 003,pio001,2023-11-28T03:30:32.811809Z,UpdatedHeaterDC,delta_dc=0.029999999999983373,"{""current_dc"": 57.36, ""delta_dc"": 0.029999999999983373}"
2023-11-28 03:34:17,Spirulina 003,pio001,2023-11-28T03:34:17.796469Z,UpdatedHeaterDC,delta_dc=0.41999999999999105,"{""current_dc"": 57.78, ""delta_dc"": 0.41999999999999105}"
2023-11-28 03:38:02,Spirulina 003,pio001,2023-11-28T03:38:02.807011Z,UpdatedHeaterDC,delta_dc=-0.20999999999996888,"{""current_dc"": 57.57, ""delta_dc"": -0.20999999999996888}"
2023-11-28 03:41:47,Spirulina 003,pio001,2023-11-28T03:41:47.801576Z,UpdatedHeaterDC,delta_dc=0.2849999999999646,"{""current_dc"": 57.85, ""delta_dc"": 0.2849999999999646}"
2023-11-28 03:45:32,Spirulina 003,pio001,2023-11-28T03:45:32.809881Z,UpdatedHeaterDC,delta_dc=0.0750000000000064,"{""current_dc"": 57.93, ""delta_dc"": 0.0750000000000064}"
2023-11-28 03:49:17,Spirulina 003,pio001,2023-11-28T03:49:17.801171Z,UpdatedHeaterDC,delta_dc=0.11999999999999744,"{""current_dc"": 58.05, ""delta_dc"": 0.11999999999999744}"
2023-11-28 03:53:02,Spirulina 003,pio001,2023-11-28T03:53:02.797823Z,UpdatedHeaterDC,delta_dc=0.34500000000000597,"{""current_dc"": 58.4, ""delta_dc"": 0.34500000000000597}"
2023-11-28 03:56:47,Spirulina 003,pio001,2023-11-28T03:56:47.803080Z,UpdatedHeaterDC,delta_dc=0.059999999999977405,"{""current_dc"": 58.46, ""delta_dc"": 0.059999999999977405}"
2023-11-28 04:00:32,Spirulina 003,pio001,2023-11-28T04:00:32.796835Z,UpdatedHeaterDC,delta_dc=0.22500000000002984,"{""current_dc"": 58.69, ""delta_dc"": 0.22500000000002984}"
2023-11-28 04:04:17,Spirulina 003,pio001,2023-11-28T04:04:17.807217Z,UpdatedHeaterDC,delta_dc=0.10499999999996845,"{""current_dc"": 58.79, ""delta_dc"": 0.10499999999996845}"
2023-11-28 04:08:02,Spirulina 003,pio001,2023-11-28T04:08:02.791143Z,UpdatedHeaterDC,delta_dc=-0.2249999999999872,"{""current_dc"": 58.57, ""delta_dc"": -0.2249999999999872}"
2023-11-28 04:11:47,Spirulina 003,pio001,2023-11-28T04:11:47.795521Z,UpdatedHeaterDC,delta_dc=0.45000000000001705,"{""current_dc"": 59.02, ""delta_dc"": 0.45000000000001705}"
2023-11-28 04:15:32,Spirulina 003,pio001,2023-11-28T04:15:32.800332Z,UpdatedHeaterDC,delta_dc=-0.19500000000002515,"{""current_dc"": 58.82, ""delta_dc"": -0.19500000000002515}"
2023-11-28 04:19:17,Spirulina 003,pio001,2023-11-28T04:19:17.797758Z,UpdatedHeaterDC,delta_dc=0.25500000000000256,"{""current_dc"": 59.08, ""delta_dc"": 0.25500000000000256}"
2023-11-28 04:23:02,Spirulina 003,pio001,2023-11-28T04:23:02.801025Z,UpdatedHeaterDC,delta_dc=0.8700000000000081,"{""current_dc"": 59.95, ""delta_dc"": 0.8700000000000081}"
2023-11-28 04:26:47,Spirulina 003,pio001,2023-11-28T04:26:47.797518Z,UpdatedHeaterDC,delta_dc=-0.030000000000015348,"{""current_dc"": 59.92, ""delta_dc"": -0.030000000000015348}"
2023-11-28 04:30:32,Spirulina 003,pio001,2023-11-28T04:30:32.813122Z,UpdatedHeaterDC,delta_dc=0.23999999999999488,"{""current_dc"": 60.16, ""delta_dc"": 0.23999999999999488}"
2023-11-28 04:34:17,Spirulina 003,pio001,2023-11-28T04:34:17.803783Z,UpdatedHeaterDC,delta_dc=0.09000000000002473,"{""current_dc"": 60.25, ""delta_dc"": 0.09000000000002473}"
2023-11-28 04:38:02,Spirulina 003,pio001,2023-11-28T04:38:02.798116Z,UpdatedHeaterDC,delta_dc=-0.045000000000001705,"{""current_dc"": 60.2, ""delta_dc"": -0.045000000000001705}"
2023-11-28 04:41:47,Spirulina 003,pio001,2023-11-28T04:41:47.795167Z,UpdatedHeaterDC,delta_dc=0.015000000000018332,"{""current_dc"": 60.22, ""delta_dc"": 0.015000000000018332}"
2023-11-28 04:45:32,Spirulina 003,pio001,2023-11-28T04:45:32.813432Z,UpdatedHeaterDC,delta_dc=0.13499999999999446,"{""current_dc"": 60.35, ""delta_dc"": 0.13499999999999446}"
2023-11-28 04:49:17,Spirulina 003,pio001,2023-11-28T04:49:17.811140Z,UpdatedHeaterDC,delta_dc=-0.06000000000002004,"{""current_dc"": 60.29, ""delta_dc"": -0.06000000000002004}"
2023-11-28 04:53:02,Spirulina 003,pio001,2023-11-28T04:53:02.810115Z,UpdatedHeaterDC,delta_dc=0.18000000000001748,"{""current_dc"": 60.47, ""delta_dc"": 0.18000000000001748}"
2023-11-28 04:56:47,Spirulina 003,pio001,2023-11-28T04:56:47.798470Z,UpdatedHeaterDC,delta_dc=0.015000000000018332,"{""current_dc"": 60.49, ""delta_dc"": 0.015000000000018332}"
2023-11-28 05:00:32,Spirulina 003,pio001,2023-11-28T05:00:32.814883Z,UpdatedHeaterDC,delta_dc=0.06000000000000938,"{""current_dc"": 60.55, ""delta_dc"": 0.06000000000000938}"
2023-11-28 05:04:17,Spirulina 003,pio001,2023-11-28T05:04:17.806899Z,UpdatedHeaterDC,delta_dc=0.2849999999999646,"{""current_dc"": 60.83, ""delta_dc"": 0.2849999999999646}"
2023-11-28 05:08:02,Spirulina 003,pio001,2023-11-28T05:08:02.798145Z,UpdatedHeaterDC,delta_dc=-0.07499999999996376,"{""current_dc"": 60.76, ""delta_dc"": -0.07499999999996376}"
2023-11-28 05:11:47,Spirulina 003,pio001,2023-11-28T05:11:47.797277Z,UpdatedHeaterDC,delta_dc=0.13499999999999446,"{""current_dc"": 60.89, ""delta_dc"": 0.13499999999999446}"
2023-11-28 05:15:32,Spirulina 003,pio001,2023-11-28T05:15:32.797376Z,UpdatedHeaterDC,delta_dc=0.015000000000018332,"{""current_dc"": 60.91, ""delta_dc"": 0.015000000000018332}"
2023-11-28 05:19:17,Spirulina 003,pio001,2023-11-28T05:19:17.797308Z,UpdatedHeaterDC,delta_dc=0.13499999999999446,"{""current_dc"": 61.04, ""delta_dc"": 0.13499999999999446}"
2023-11-28 05:23:02,Spirulina 003,pio001,2023-11-28T05:23:02.795321Z,UpdatedHeaterDC,delta_dc=0.23999999999997357,"{""current_dc"": 61.28, ""delta_dc"": 0.23999999999997357}"
2023-11-28 05:26:47,Spirulina 003,pio001,2023-11-28T05:26:47.806827Z,UpdatedHeaterDC,delta_dc=2.1316282072803006e-14,"{""current_dc"": 61.28, ""delta_dc"": 2.1316282072803006e-14}"
2023-11-28 05:30:32,Spirulina 003,pio001,2023-11-28T05:30:32.803097Z,UpdatedHeaterDC,delta_dc=-0.06000000000002004,"{""current_dc"": 61.22, ""delta_dc"": -0.06000000000002004}"
2023-11-28 05:34:17,Spirulina 003,pio001,2023-11-28T05:34:17.792038Z,UpdatedHeaterDC,delta_dc=0.18000000000001748,"{""current_dc"": 61.4, ""delta_dc"": 0.18000000000001748}"
2023-11-28 05:38:02,Spirulina 003,pio001,2023-11-28T05:38:02.796739Z,UpdatedHeaterDC,delta_dc=0.015000000000018332,"{""current_dc"": 61.42, ""delta_dc"": 0.015000000000018332}"
2023-11-28 05:41:47,Spirulina 003,pio001,2023-11-28T05:41:47.807276Z,UpdatedHeaterDC,delta_dc=-0.09000000000001407,"{""current_dc"": 61.33, ""delta_dc"": -0.09000000000001407}"
2023-11-28 05:45:32,Spirulina 003,pio001,2023-11-28T05:45:32.791967Z,UpdatedHeaterDC,delta_dc=0.22500000000000853,"{""current_dc"": 61.56, ""delta_dc"": 0.22500000000000853}"
2023-11-28 05:49:17,Spirulina 003,pio001,2023-11-28T05:49:17.787284Z,UpdatedHeaterDC,delta_dc=0.015000000000018332,"{""current_dc"": 61.58, ""delta_dc"": 0.015000000000018332}"
2023-11-28 05:53:02,Spirulina 003,pio001,2023-11-28T05:53:02.811913Z,UpdatedHeaterDC,delta_dc=0.13499999999999446,"{""current_dc"": 61.71, ""delta_dc"": 0.13499999999999446}"
2023-11-28 05:56:47,Spirulina 003,pio001,2023-11-28T05:56:47.796862Z,UpdatedHeaterDC,delta_dc=0.389999999999997,"{""current_dc"": 62.1, ""delta_dc"": 0.389999999999997}"
2023-11-28 06:00:32,Spirulina 003,pio001,2023-11-28T06:00:32.793597Z,UpdatedHeaterDC,delta_dc=-0.2400000000000162,"{""current_dc"": 61.86, ""delta_dc"": -0.2400000000000162}"
2023-11-28 06:04:17,Spirulina 003,pio001,2023-11-28T06:04:17.795190Z,UpdatedHeaterDC,delta_dc=0.1050000000000324,"{""current_dc"": 61.97, ""delta_dc"": 0.1050000000000324}"
2023-11-28 06:08:02,Spirulina 003,pio001,2023-11-28T06:08:02.794209Z,UpdatedHeaterDC,delta_dc=0.13499999999999446,"{""current_dc"": 62.1, ""delta_dc"": 0.13499999999999446}"
2023-11-28 06:11:47,Spirulina 003,pio001,2023-11-28T06:11:47.795200Z,UpdatedHeaterDC,delta_dc=-0.28500000000002856,"{""current_dc"": 61.81, ""delta_dc"": -0.28500000000002856}"
2023-11-28 06:15:32,Spirulina 003,pio001,2023-11-28T06:15:32.803766Z,UpdatedHeaterDC,delta_dc=0.24000000000003752,"{""current_dc"": 62.05, ""delta_dc"": 0.24000000000003752}"
2023-11-28 06:19:17,Spirulina 003,pio001,2023-11-28T06:19:17.805326Z,UpdatedHeaterDC,delta_dc=0.20999999999997954,"{""current_dc"": 62.26, ""delta_dc"": 0.20999999999997954}"
2023-11-28 06:23:02,Spirulina 003,pio001,2023-11-28T06:23:02.813317Z,UpdatedHeaterDC,delta_dc=-0.10500000000001108,"{""current_dc"": 62.15, ""delta_dc"": -0.10500000000001108}"
2023-11-28 06:26:47,Spirulina 003,pio001,2023-11-28T06:26:47.814925Z,UpdatedHeaterDC,delta_dc=0.1050000000000324,"{""current_dc"": 62.26, ""delta_dc"": 0.1050000000000324}"
2023-11-28 06:30:32,Spirulina 003,pio001,2023-11-28T06:30:32.803861Z,UpdatedHeaterDC,delta_dc=0.20999999999997954,"{""current_dc"": 62.47, ""delta_dc"": 0.20999999999997954}"
2023-11-28 06:34:17,Spirulina 003,pio001,2023-11-28T06:34:17.796414Z,UpdatedHeaterDC,delta_dc=0.04500000000001236,"{""current_dc"": 62.52, ""delta_dc"": 0.04500000000001236}"
2023-11-28 06:38:02,Spirulina 003,pio001,2023-11-28T06:38:02.805522Z,UpdatedHeaterDC,delta_dc=0.23999999999997357,"{""current_dc"": 62.76, ""delta_dc"": 0.23999999999997357}"
2023-11-28 06:41:47,Spirulina 003,pio001,2023-11-28T06:41:47.794866Z,UpdatedHeaterDC,delta_dc=2.1316282072803006e-14,"{""current_dc"": 62.76, ""delta_dc"": 2.1316282072803006e-14}"
2023-11-28 06:45:32,Spirulina 003,pio001,2023-11-28T06:45:32.799847Z,UpdatedHeaterDC,delta_dc=-0.13500000000000512,"{""current_dc"": 62.62, ""delta_dc"": -0.13500000000000512}"
2023-11-28 06:49:17,Spirulina 003,pio001,2023-11-28T06:49:17.785469Z,UpdatedHeaterDC,delta_dc=0.22500000000000853,"{""current_dc"": 62.85, ""delta_dc"": 0.22500000000000853}"
2023-11-28 06:53:02,Spirulina 003,pio001,2023-11-28T06:53:02.801459Z,UpdatedHeaterDC,delta_dc=-0.2099999999999902,"{""current_dc"": 62.64, ""delta_dc"": -0.2099999999999902}"
2023-11-28 06:56:47,Spirulina 003,pio001,2023-11-28T06:56:47.812843Z,UpdatedHeaterDC,delta_dc=-0.1050000000000324,"{""current_dc"": 62.53, ""delta_dc"": -0.1050000000000324}"
2023-11-28 07:00:32,Spirulina 003,pio001,2023-11-28T07:00:32.809387Z,UpdatedHeaterDC,delta_dc=0.3900000000000077,"{""current_dc"": 62.92, ""delta_dc"": 0.3900000000000077}"
2023-11-28 07:04:17,Spirulina 003,pio001,2023-11-28T07:04:17.802197Z,UpdatedHeaterDC,delta_dc=-0.029999999999972715,"{""current_dc"": 62.89, ""delta_dc"": -0.029999999999972715}"
2023-11-28 07:08:02,Spirulina 003,pio001,2023-11-28T07:08:02.804274Z,UpdatedHeaterDC,delta_dc=-0.16499999999999915,"{""current_dc"": 62.73, ""delta_dc"": -0.16499999999999915}"
2023-11-28 07:11:47,Spirulina 003,pio001,2023-11-28T07:11:47.801941Z,UpdatedHeaterDC,delta_dc=0.8699999999999868,"{""current_dc"": 63.6, ""delta_dc"": 0.8699999999999868}"
2023-11-28 07:15:32,Spirulina 003,pio001,2023-11-28T07:15:32.802783Z,UpdatedHeaterDC,delta_dc=-0.12000000000001876,"{""current_dc"": 63.48, ""delta_dc"": -0.12000000000001876}"
2023-11-28 07:19:17,Spirulina 003,pio001,2023-11-28T07:19:17.815889Z,UpdatedHeaterDC,delta_dc=0.0750000000000064,"{""current_dc"": 63.56, ""delta_dc"": 0.0750000000000064}"
2023-11-28 07:23:02,Spirulina 003,pio001,2023-11-28T07:23:02.811179Z,UpdatedHeaterDC,delta_dc=0.04500000000001236,"{""current_dc"": 63.61, ""delta_dc"": 0.04500000000001236}"
2023-11-28 07:26:47,Spirulina 003,pio001,2023-11-28T07:26:47.799640Z,UpdatedHeaterDC,delta_dc=-0.13500000000000512,"{""current_dc"": 63.47, ""delta_dc"": -0.13500000000000512}"
2023-11-28 07:30:32,Spirulina 003,pio001,2023-11-28T07:30:32.793249Z,UpdatedHeaterDC,delta_dc=-0.07499999999998508,"{""current_dc"": 63.4, ""delta_dc"": -0.07499999999998508}"
2023-11-28 07:34:17,Spirulina 003,pio001,2023-11-28T07:34:17.812586Z,UpdatedHeaterDC,delta_dc=0.41999999999996973,"{""current_dc"": 63.82, ""delta_dc"": 0.41999999999996973}"
2023-11-28 07:38:02,Spirulina 003,pio001,2023-11-28T07:38:02.801782Z,UpdatedHeaterDC,delta_dc=-0.2249999999999872,"{""current_dc"": 63.6, ""delta_dc"": -0.2249999999999872}"
2023-11-28 07:41:47,Spirulina 003,pio001,2023-11-28T07:41:47.810145Z,UpdatedHeaterDC,delta_dc=-0.07499999999998508,"{""current_dc"": 63.53, ""delta_dc"": -0.07499999999998508}"
2023-11-28 07:45:32,Spirulina 003,pio001,2023-11-28T07:45:32.814181Z,UpdatedHeaterDC,delta_dc=0.34499999999998465,"{""current_dc"": 63.87, ""delta_dc"": 0.34499999999998465}"
2023-11-28 07:49:17,Spirulina 003,pio001,2023-11-28T07:49:17.813013Z,UpdatedHeaterDC,delta_dc=0.11999999999999744,"{""current_dc"": 63.99, ""delta_dc"": 0.11999999999999744}"
2023-11-28 07:53:02,Spirulina 003,pio001,2023-11-28T07:53:02.800124Z,UpdatedHeaterDC,delta_dc=-0.17999999999999616,"{""current_dc"": 63.81, ""delta_dc"": -0.17999999999999616}"
2023-11-28 07:56:47,Spirulina 003,pio001,2023-11-28T07:56:47.813713Z,UpdatedHeaterDC,delta_dc=0.22500000000000853,"{""current_dc"": 64.04, ""delta_dc"": 0.22500000000000853}"
2023-11-28 08:00:32,Spirulina 003,pio001,2023-11-28T08:00:32.801426Z,UpdatedHeaterDC,delta_dc=-0.2099999999999902,"{""current_dc"": 63.83, ""delta_dc"": -0.2099999999999902}"
2023-11-28 08:04:17,Spirulina 003,pio001,2023-11-28T08:04:17.805533Z,UpdatedHeaterDC,delta_dc=-0.02999999999999403,"{""current_dc"": 63.8, ""delta_dc"": -0.02999999999999403}"
2023-11-28 08:08:02,Spirulina 003,pio001,2023-11-28T08:08:02.822403Z,UpdatedHeaterDC,delta_dc=0.04499999999999105,"{""current_dc"": 63.84, ""delta_dc"": 0.04499999999999105}"
2023-11-28 08:11:47,Spirulina 003,pio001,2023-11-28T08:11:47.800772Z,UpdatedHeaterDC,delta_dc=0.15000000000002345,"{""current_dc"": 63.99, ""delta_dc"": 0.15000000000002345}"
2023-11-28 08:15:32,Spirulina 003,pio001,2023-11-28T08:15:32.805409Z,UpdatedHeaterDC,delta_dc=-0.09000000000001407,"{""current_dc"": 63.9, ""delta_dc"": -0.09000000000001407}"
2023-11-28 08:19:17,Spirulina 003,pio001,2023-11-28T08:19:17.807585Z,UpdatedHeaterDC,delta_dc=0.0,"{""current_dc"": 63.9, ""delta_dc"": 0.0}"
2023-11-28 08:23:02,Spirulina 003,pio001,2023-11-28T08:23:02.814303Z,UpdatedHeaterDC,delta_dc=0.0,"{""current_dc"": 63.9, ""delta_dc"": 0.0}"
2023-11-28 08:26:47,Spirulina 003,pio001,2023-11-28T08:26:47.813694Z,UpdatedHeaterDC,delta_dc=-0.45000000000001705,"{""current_dc"": 63.45, ""delta_dc"": -0.45000000000001705}"
2023-11-28 08:30:32,Spirulina 003,pio001,2023-11-28T08:30:32.814432Z,UpdatedHeaterDC,delta_dc=-0.329999999999977,"{""current_dc"": 63.12, ""delta_dc"": -0.329999999999977}"
2023-11-28 08:34:17,Spirulina 003,pio001,2023-11-28T08:34:17.803586Z,UpdatedHeaterDC,delta_dc=-0.1650000000000098,"{""current_dc"": 62.95, ""delta_dc"": -0.1650000000000098}"
2023-11-28 08:38:02,Spirulina 003,pio001,2023-11-28T08:38:02.809861Z,UpdatedHeaterDC,delta_dc=-0.5099999999999945,"{""current_dc"": 62.44, ""delta_dc"": -0.5099999999999945}"
