created_at_localtime,experiment,created_at,description,media_used,organism_used
2023-11-28 00:25:55,Spirulina 003,2023-11-28T00:25:55.246148Z,1.01 nOD Turbidostat using Spirulina 002 culture,PoC777,Spirulina
